id,ID2,Einrichtung,Trager,Anzeigen,Typ,Schlagworte,Zielgruppe,Beratungsmoglichkeiten,Prio,Sprachen,Barrierefreiheit,Kategorie,Uber_uns,Strasse,Hausnummer,Zusatz,PLZ,Bezirk,Stadtteil,Telefonnummer,EMail,Website,c24_h_7_Tage,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,Art_der_Anmeldung,Weitere_Offnungszeiten,lat,long,Ready
78,368,Kinder- und Jugendpsychiatrischer Dienst Friedrichshain-Kreuzberg,Bezirksamt Friedrichshain-Kreuzberg,1,Amt,"[""L"",1,3,5,6,2,4,11,20]",Kinder & Jugendliche,,Niedrig,"Deutsch, Englisch, Sprachmittlung möglich","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Kinder- und Jugendpsychiatrischer Dienst (KJPD),"Unsere Beratungsstelle ist für Kinder (ab 4), Jugendliche und deren Bezugspersonen aus FK. Wir beraten und unterstützen wenn es Anzeichen für seelische Schwierigkeiten gibt. Wir bieten Beratung, Diagnostik und Vermittlung von Hilfen. Durch Gespräche und Untersuchungen versuchen wir mit Ihnen gemeinsam die Situation zu verstehen und Lösungen zu finden. Wir beraten Sie bei allen erforderlichen Schritten, um Hilfen zu finden. Diese können ärztlich, psychotherapeutisch, sozialpädagogisch, pädagogisch o.ä. sein. Alle Mitarbeitenden unterliegen der gesetzlichen Schweigepflicht. Die Beratung kostet nichts. Eine Überweisung ist nicht erforderlich. Unser Team besteht aus: Ärzt*innen, Psycholog*innen, Sozialpädagog*innen, MFA",Urbanstraße,24,"Vorderhaus, EG, Flachbau",10967,Friedrichshain-Kreuzberg,Kreuzberg,030 9029 84968,kjpd@ba-fk.berlin.de,https://www.berlin.de/ba-friedrichshain-kreuzberg/politik-und-verwaltung/aemter/gesundheitsamt/fachbereiche/artikel.162510.php,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 11:00; 13:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.49239,13.41033,true
79,249,Kinder- und Jugendpsychiatrischer Dienst Lichtenberg,Bezirksamt Lichtenberg,1,Amt,"[""L"",1,3,5,6,2,4,20]",Kinder & Jugendliche,,Niedrig,"Deutsch, Weitere Sprachen mit Sprachmittlung",Rollstuhlgerechter Zugang,Kinder- und Jugendpsychiatrischer Dienst (KJPD),"Unser Angebot richtet sich an alle, die sich Sorgen um die seelische Gesundheit ihrer Kinder machen. Es umfasst ärztliche und psychologische Diagnostik und Beratung bei Entwicklungsbesonderheiten oder emotionalen und sozialen Störungen. Wir unterstützen bei Vermittlung von Therapien, führen Begutachtungen für Hilfen zur Erziehung und Eingliederungshilfen durch und arbeiten bei der Hilfeplanung des Jugendamtes mit.",Alfred-Kowalke-Straße,24,,10315,Lichtenberg,Lichtenberg,030 902964961,KJPD@lichtenberg.berlin.de,https://www.berlin.de/ba-lichtenberg/politik-und-verwaltung/behoerdenwegweiser/artikel.321022.php#ges02,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 18:00,08:00 - 14:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.50767,13.52449,true
80,350,Kinder- und Jugendpsychiatrischer Dienst Marzahn-Hellersdorf,Bezirksamt Marzahn-Hellersdorf,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,Deutsch,"Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Kinder- und Jugendpsychiatrischer Dienst (KJPD),"Wir beraten und helfen bei seelischen Problemen, Krisensituationen, Verhaltensauffälligkeiten und Entwicklungsstörungen. Wir bearbeiten Stellungnahmen im Rahmen von Eingliederungshilfen oder Hilfen zur Erziehung.",Janusz-Korczak-Straße,32,Gesundheitsamt,12627,Marzahn-Hellersdorf,Hellersdorf,"030 902933691, 030 902933684",kjpd@ba-mh.berlin.de,https://www.berlin.de/ba-marzahn-hellersdorf/politik-und-verwaltung/aemter/gesundheitsamt/artikel.320493.php,nein,Geschlossen,09:00 - 12:00; 14:00 - 16:00,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.53868,13.60649,true
81,141,Kinder- und Jugendpsychiatrischer Dienst Mitte,Bezirksamt Mitte,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,"Deutsch, Englisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Kinder- und Jugendpsychiatrischer Dienst (KJPD),"Wir bieten ärztliche und psychologische Beratung und Untersuchung für Kinder, Jugendliche und deren Bezugspersonen in Bezug auf seelische oder entwicklungsbedingte Störungen und Verhaltensschwierigkeiten. Wir unterstützen bei der Frage nach geeigneten Hilfen nach dem SGB.",Mathilde-Jacob-Platz,1,,10551,Mitte,Moabit,"030 9018-33241, 030 9018-33242, 030 9018-33250",kjpd@ba-mitte.berlin.de,https://www.berlin.de/ba-mitte/politik-und-verwaltung/aemter/gesundheitsamt/gesundheitsfoerderung-praevention-und-gesundheitshilfe-fuer-kinder-und-jugendliche/artikel.234404.php,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",Termine nur nach telefonischer Anmeldung. Telefonsprechzeiten Mo-Fr 10-14 Uhr.,52.52701,13.3385,true
82,347,Kinder- und Jugendpsychiatrischer Dienst Neukölln,Bezirksamt Neukölln,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,"Deutsch, Arabisch, Bulgarisch, Englisch, Französisch, Türkisch, Spanisch, Italienisch",Rollstuhlgerechter Zugang,Kinder- und Jugendpsychiatrischer Dienst (KJPD),"In Neukölln arbeitet der Kinder- und Jugendpsychiatrische Dienst eng mit der Erziehungs- und Familienberatungsstelle (EFB) zusammen. An unseren Standorten in Nord- und Südneukölln wird sowohl kinder- und jugendpsychiatrische Beratung als auch Erziehungs- und Familienberatung angeboten. Sie werden beraten von Ärztinnen und Ärzten, Psychologinnen und Psychologen, Sozialpädagoginnen und Sozialpädagogen sowie Kinder- und Jugendlichenpsychotherapeutinnen und -therapeuten, alle mit therapeutischen Zusatzausbildungen. Für die Anmeldung sind unsere Teamassistentinnen zuständig.",Britzer Damm,93,,12347,Neukölln,Britz,030 902391242,kjpd@bezirksamt-neukoelln.de,https://www.berlin.de/ba-neukoelln/politik-und-verwaltung/aemter/gesundheitsamt/kinder-und-jugendpsychiatrischer-dienst,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail","Termine werden nach telefonischer Vereinbarung vergeben,die Telefone sind wochentags von 9.00 bis 15.00 Uhr besetzt.",52.45437,13.43816,true
83,216,Kinder- und Jugendpsychiatrischer Dienst Pankow,Bezirksamt Pankow,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,Deutsch,Rollstuhlgerechter Zugang,Kinder- und Jugendpsychiatrischer Dienst (KJPD),"Wir bieten Kindern und Jugendlichen, deren seelische, geistige bzw. soziale Entwicklung gefährdet oder beeinträchtigt ist, sowie deren Familien, Kinder-/jugendpsychiatrische, psychologische und sozial-pädagogische Beratungen. Wir bieten Vermittlung und fachliche Begleitung von medizinischen, pädagogischen, psychotherapeutischen und familienunterstützenden Hilfen in Kooperation mit den zuständigen Leistungsträgern. Wir formulieren gutachterliche Stellungnahmen im Rahmen von Hilfen zur Erziehung und Eingliederungshilfe. Wir helfen bei akuter Selbstgefährdung im Zusammenhang mit einer psychischen oder geistigen Störung zur Gefahrenabwehr bei Versorgungsdefiziten im Regelangebot.",Grunowstraße,8,,13187,Pankow,Pankow,"030 9029528-30, 030 9029528-33",sekretariat.kjpd@ba-pankow.berlin.de,,nein,Geschlossen,09:00 - 12:00,Geschlossen,14:00 - 16:00,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.56735,13.40945,true
84,Sen028,Kinder- und Jugendpsychiatrischer Dienst Reinickendorf,Bezirksamt Reinickendorf,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,Deutsch,"Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Kinder- und Jugendpsychiatrischer Dienst (KJPD),"Die Kinder- und Jugendpsychiatrischen Dienste bieten Hilfe an bei Problemen des Zusammenlebens mit Kindern und Jugendlichen, insbesondere bei Erziehungsproblemen und Entwicklungsauffälligkeiten. Sie führen auch ärztliche und psychologische Diagnostik durch und unterstützen in Krisen.",Teichstraße,65,,13407,Reinickendorf,Reinickendorf,030 90294-5043,kjpd@reinickendorf.berlin.de,https://www.berlin.de/ba-reinickendorf/politik-und-verwaltung/aemter/gesundheitsamt/beratungsstelle-fuer-kinder-und-jugendpsychiatrie/#kontakt,nein,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 14:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.57116,13.34771,true
86,461,Kinder- und Jugendpsychiatrischer Dienst Spandau,Bezirksamt Spandau,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,"Deutsch, Englisch, Französisch",Rollstuhlgerechter Zugang,Kinder- und Jugendpsychiatrischer Dienst (KJPD),"An den KJPD können sich alle in Spandau gemeldeten Familien wenden, wenn sie sich Sorgen um das seelische Wohl Ihres Kindes machen. Kinder und Jugendliche können untersucht und begutachtet werden, Eltern oder Sorgeberechtigte und das soziale Umfeld des Kindes bzw. Jugendlichen wie z.B. die Schule können sich beraten lassen. Der KJPD ist eine Beratungsstelle des Bezirksamtes, es wird daher keine Chipkarte benötigt.",Klosterstraße,36,Eingang E,13581,Spandau,Spandau,030 902792759,kjpd.spandau@ba-spandau.berlin.de,https://www.berlin.de/ba-spandau/politik-und-verwaltung/aemter/gesundheitsamt/artikel.231095.php,nein,09:00 - 12:00,09:00 - 12:00,Geschlossen,09:00 - 12:00,09:00 - 12:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",Offene Sprechstunde Do 16:00-18:00 Uhr (letzter Einlass 17:30 Uhr).,52.53249,13.19862,true
87,455,"Kinder- und Jugendpsychiatrischer Dienst Steglitz-Zehlendorf, Gesundheitsamt",Bezirksamt Steglitz-Zehlendorf,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,14,20]",Kinder & Jugendliche,,Niedrig,"Deutsch, Bosnisch/Serbisch/Kroatisch, Griechisch, Englisch, Weitere Sprachen, ggf. können Dolmetscher hinzugezogen werden",Keine Angabe,Kinder- und Jugendpsychiatrischer Dienst (KJPD),"Beratung und Klärung von Bedarf, Krisenintervention, Stellungnahmen für Eingliederungshilfen
bei
seelischen Problemen oder seelischen Behinderungen, 
Verhaltensauffälligkeiten bei Kinder und Jugendlichen",Königstraße,36,,14163,Steglitz-Zehlendorf,Zehlendorf,030 902995842,kjpd@ba-sz.berlin.de,https://www.berlin.de/ba-steglitz-zehlendorf/politik-und-verwaltung/aemter/gesundheitsamt/kinder-und-jugendpsychiatrischer-dienst/artikel.29761.php,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.43312,13.25168,true
88,Sen029,Kinder- und Jugendpsychiatrischer Dienst Tempelhof-Schöneberg,Bezirksamt Tempelhof-Schöneberg,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,Deutsch,"Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Kinder- und Jugendpsychiatrischer Dienst (KJPD),"Die Kinder- und Jugendpsychiatrischen Dienste bieten Hilfe an bei Problemen des Zusammenlebens mit Kindern und Jugendlichen, insbesondere bei Erziehungsproblemen und Entwicklungsauffälligkeiten. Sie führen auch ärztliche und psychologische Diagnostik durch und unterstützen in Krisen.",Welserstraße,23,1. Etage,10777,Tempelhof-Schöneberg,Schöneberg,030 90277-6900,post.kjpd@ba-ts.berlin.de,https://www.berlin.de/ba-tempelhof-schoeneberg/politik-und-verwaltung/aemter/gesundheitsamt/kinder-und-jugendpsychiatrischer-dienst/,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Bitte Termin vereinbaren: telefonisch,"Unsere Telefonsprechzeiten sind: Mo., Mi., Do. u. Fr. von 9:00 – 12:00 Uhr und Di., Mi. u. Do. von 13:00 – 15:00 Uhr ",52.49854,13.34193,true
89,Sen030,Kinder- und Jugendpsychiatrischer Dienst Treptow-Köpenik,Bezirksamt Treptow-Köpenik,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,Deutsch,Keine Angabe,Kinder- und Jugendpsychiatrischer Dienst (KJPD),"Die Kinder- und Jugendpsychiatrischen Dienste bieten Hilfe an bei Problemen des Zusammenlebens mit Kindern und Jugendlichen, insbesondere bei Erziehungsproblemen und Entwicklungsauffälligkeiten. Sie führen auch ärztliche und psychologische Diagnostik durch und unterstützen in Krisen.",Hans-Schmidt-Straße,16,,12489,Treptow-Köpenick,Adlershof,030 90297-4711,kjpd-trepkoep@ba-tk.berlin.de,https://www.berlin.de/ba-treptow-koepenick/politik-und-verwaltung/aemter/gesundheitsamt/artikel.30302.php#kontakt,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Bitte Termin vereinbaren: telefonisch,,52.43438,13.53345,true
90,492,"Klinik für Kinder- und Jugendpsychiatrie, Psychosomatik und Psychtherapie",Helios Klinikum Berlin-Buch GmbH,1,Klinik,"[""L"",1,3,5,6,23,20]",Kinder & Jugendliche,,Niedrig,"Deutsch, Englisch, Russisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Pflichtversorgende Klinik,"Wir helfen Kindern und Jugendlichen mit psychischen, psychosomatischen und psychosozialen Problemen. Für kinder- und jugendpsychiatrische Notfälle der Berliner Bezirke Pankow und Reinickendorf sind unsere Experten jederzeit erreichbar.",Schwanebecker Chaussee,50,Haus 211,13125,Pankow,Buch,030 9401-15400,kjp-sekretariat.berlin-buch@helios-gesundheit.de,https://www.helios-gesundheit.de/kliniken/berlin-buch/unser-angebot/unsere-fachbereiche/kinder-und-jugendpsychiatrie-und-psychotherapie/,ja,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail, Online",,52.62978,13.50849,true
91,Sen010,"Klinik für Kinder- und Jugendpsychiatrie, Psychotherapie und Psychosomatik - Zentrum für Abhängigkeitserkrankungen des Kindes- und Jugendalters Berlin",Vivantes Netzwerk für Gesundheit GmbH - Klinikum im Friedrichshain und Klinikum Neukölln,1,Klinik,"[""L"",7,1,9,5,4,11,10,8,12,2,3,20]",Kinder & Jugendliche,,Niedrig,"Deutsch, Englisch, Weitere Sprachen mit Sprachmittlung","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Pflichtversorgende Klinik,Die Klinik versorgt im Bezirk Neukölln psychisch kranke und suchtkranke Menschen mit besonders schweren Erkrankungen oder in akuten Notfällen. In allen Berliner Bezirken gibt es an mindestens einem Krankenhaus eine Fachabteilung für Psychiatrie oder ein psychiatrisches Fachkrankenhaus.,Landsberger Allee,49,,10249,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg,030 13023-8011,kjp-pia.kfh@vivantes.de,https://www.vivantes.de/klinikum-im-friedrichshain/kinder-jugendpsychiatrie-psychotherapie,ja,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,"Bitte Termin verinbaren: telefonisch, per Mail, vor Ort","Bei dringenden Fällen, wenden Sie sich an die Rettungsstelle. Kinderrettungsstelle Tel.: 030 130 14 -8250/ -8251 ",52.52449,13.4389,true
92,Sen009,"Klinik für Kinder- und Jugendpsychiatrie, Psychotherapie und Psychosomatik - Zentrum für Abhängigkeitserkrankungen des Kindes- und Jugendalters Berlin",Vivantes Netzwerk für Gesundheit GmbH Klinikum im Friedrichshain,1,Klinik,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,Deutsch,Keine Angabe,Pflichtversorgende Klinik,"Die Klinik versorgt in den Bezirken Friedrichshain-Kreuzberg, Mitte, Neukölln und Treptow-Köpenick psychisch kranke und suchtkranke Menschen mit besonders schweren Erkrankungen oder in akuten Notfällen. In allen Berliner Bezirken gibt es an mindestens einem Krankenhaus eine Fachabteilung für Psychiatrie oder ein psychiatrisches Fachkrankenhaus.",Landsberger Allee,49,,10249,Friedrichshain-Kreuzberg,Friedrichshain,"030 13023-8011, 0151 12608412",kjp-pia.kfh@vivantes.de,https://www.vivantes.de/klinikum-im-friedrichshain/fachbereiche/kliniken/kinder-und-jugendpsychiatrie-psychotherapie-und-psychosomatik,ja,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,"Termine können vereinbart werden: telefonisch, per Mail","In dringenden Fällen, wenden Sie sich an die Rettungsstelle. Wenn Sie eine allgemeine Anfrage haben, rufen Sie unser über den allgemeinen Kontakt an oder stellen Sie eine schriftliche Anfrage. Ärztlicher Bereitschaftsdienst Tel.: 0151 12608412 .",52.52449,13.4389,true
93,Sen004,Jüdisches Krankenhaus Berlin,Stiftung Jüdisches Krankenhaus Berlin,1,Klinik,"[""L"",7,1,6,9,5,4,11,10,12,2,3]",,,Niedrig,"Deutsch, Englisch",Rollstuhlrechter Zugang,Pflichtversorgende Klinik,Unsere Klinik für Psychiatrie und Psychotherapie versorgt nach Maßgabe freier Betten für den gesamten Bezirk Mitte und ganz Berlin psychisch Kranke und suchtkranke Menschen mit besonders schweren Erkrankungen oder in akuten Notfällen.,Heinz-Galinski-Straße,1,Eingang über Haus D,13347,Mitte,Gesundbrunnen,030 4994-2462,psychiatrie-ambulanz@jkb-online.de,https://www.juedisches-krankenhaus.de/home.html,nein,"09:00 - 12:00
13:00 - 16:00","09:00 - 12:00
13:00 - 16:00","09:00 - 12:00
13:00 - 16:00","09:00 - 12:00, 13:00 - 15:00",09:00 - 12:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: telefonisch, per Mail",Telefonische Sprechzeit bereits morgens ab 08:00 Uhr.,52.55594,13.37197,true
94,Sen002,Klinik für Psychiatrie und Psychotherapie,Charité - Universitätsmedizin Berlin Campus Charité Mitte,1,Klinik,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,Keine Angabe,Pflichtversorgende Klinik,Die Klinik versorgt im Bezirk Mitte psychisch kranke und suchtkranke Menschen mit besonders schweren Erkrankungen oder in akuten Notfällen. In allen Berliner Bezirken gibt es an mindestens einem Krankenhaus eine Fachabteilung für Psychiatrie oder ein psychiatrisches Fachkrankenhaus.,Charitéplatz,1,Geländeadresse: Bonhoefferweg 3,10117,Mitte,Mitte,"030 450517-002, 030 450517-095",igor.sutej@charite.de,https://psychiatrie-psychotherapie.charite.de/,nein,08:30 - 15:00,08:30 - 15:00,08:30 - 15:00,08:30 - 15:00,08:30 - 15:00,Geschlossen,Geschlossen,Termine können vereinbart werden: telefonisch,"Psychiatrische Institutsambulanz (Tel.: 030  450 517-095, Montag - Freitag 08:30 - 16:00 Uhr)",52.52363,13.37819,true
95,Sen097,"Klinik für Psychiatrie, Psychotherapie und Psychosomatik",Friedrich von Bodelschwingh-Klinik,1,Klinik,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,,Keine Angabe,Pflichtversorgende Klinik,Die Klinik versorgt im Bezirk Wilmersdorf (erweitert um die südliche Region des Ortsteils Charlottenburg) psychisch kranke und suchtkranke Menschen mit besonders schweren Erkrankungen oder in akuten Notfällen. In allen Berliner Bezirken gibt es an mindestens einem Krankenhaus eine Fachabteilung für Psychiatrie oder ein psychiatrisches Fachkrankenhaus.,Landhausstraße," 33-35",,10717,Charlottenburg-Wilmersdorf,Wilmersdorf,030 5472-7901,kliniksekretariat@fvbk.de,https://www.bodelschwingh-klinik.de/index.html,nein,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.48951,13.32896,true
96,Sen011,Department für seelische Gesundheit,Vivantes Netzwerk für Gesundheit GmbH Klinikum Spandau,1,Klinik,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,"Arabisch, Deutsch, Englisch, Russisch, Türkisch",Keine Angabe,Pflichtversorgende Klinik,"Das Department für seelische Gesundheit versorgt im Bezirk Spandau psychisch kranke Menschen in akuten Notfällen, oder mit Einweisung stationär, tagesklinisch und ambulant. Die Schwerpunkte liegen auf der Behandlung affektiver Störungen wie Angst- und Depressionsbehandlung, gerontopsychiatrischen Fragestellungen inklusive Frühdiagnostik von Demenzen, sowie der seelischen Frauengesundheit.",Neue Bergstraße,6,"Haus 2 , EG ",13585,Spandau,Spandau,030 13013 3001,infopia.ksp@vivantes.de,https://www.vivantes.de/klinikum-spandau/fachbereiche/kliniken/psychiatrie-psychotherapie-und-psychosomatik,ja,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,"Termine können vereinbart werden: telefonisch, per Mail",Notfälle (Dienstarzt) 0151 1950 3095.,52.55013,13.207,true
