Anzeigen;ID;Einrichtung;Prio;Schlagworte;Zielgruppe;Träger;Kategorie;Beratungsmöglichkeiten;Sprachen;Barrierefreiheit;Über uns;Strasse;Hausnummer;Zusatz;PLZ;Bezirk;Stadtteil;Telefonnummer;EMail;Website;24 h/7 Tage;Montag;Dienstag;Mittwoch;Donnerstag;Freitag;Samstag;Sonntag;Art der Anmeldung;Weitere Öffnungszeiten;lat;long
0;486;Handwerkliche Dienste;mittel;Angst & Zwänge, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Alkohol;0;Reha-Steglitz gGmbH;Psychiatrischer Zuverdienst;Vor Ort in der Einrichtung;Deutsch, Englisch, Französisch;0;Die Handwerklichen Dienste bieten für psychisch belastete und erkrankte Menschen eine an die Fähigkeiten und Ressourcen anpassbare Beschäftigung. Es geht um emotionale Stabilisierung, soziale Kontakte, Steigerung von Selbstbewusstsein, Erlernen und Vollziehen von handwerklichen Tätigkeiten, Training der Leistungsfähigkeit, Erlangen einer Orientierung. Die Handwerklichen Dienste bieten geschützte Arbeitsplätze, im Einzelfall auch zur Vorbereitung auf eine berufliche Qualifizierung oder in Richtung eines Arbeitsmarktes.;Albrechtstraße;15;Tageszentrum;12167;Steglitz-Zehlendorf;Steglitz;030 2250546-0;handwerkliche.dienste@reha-steglitz.de;https://reha-steglitz.de;nein;09:00 - 16:30;09:00 - 16:30;12:00 - 16:30;09:00 - 16:30;09:00 - 16:30;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.45436;13.3255
1;434;HAUSOTTERSTRASSE;mittel;Alkohol, Drogen, Medikamente, Kiffen, Kinder & Jugendliche;Kinder & Jugendliche;KARUNA e. V.;IGPP Handlungsfeld Drogen/Sucht;Vor Ort in der Einrichtung;Deutsch;0;Die Einrichtung HAUSOTTERSTRASSE ist ein Projekt des Therapieverbundes von KARUNA e.V. - Zukunft für Kinder und Jugendliche in Not. Wir arbeiten mit missbräuchlich Drogen konsumierenden bzw. drogenabhängigen Jugendlichen, mit und ohne komorbider psychischer Störung vom 13. bis zum 21. Lebensjahr.;Hausottertrasse;49;0;13409;Reinickendorf;Reinickendorf;030 4991888-00;hausotter@karuna-ev.de;https://www.jugendhilfe-hausotterstrasse.de/weg-zu-uns/;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.56877;13.37819
0;353;Inklusionsabteilung und Zuverdienst;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Körperliche Erkrankungen;0;Platane 19 gGmbH;Psychiatrischer Zuverdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;0;Wir bieten Arbeitsplätze im Zuverdienst für psychisch erkrankte Erwachsene, vorrangig aus dem Bezirk Charlottenburg-Wilmersdorf, in verschiedenen Projekten.;Gierkezeile;5;0;10585;Charlottenburg-Wilmersdorf;Charlottenburg;030 30307752;zuverdienst@platane19.de;https://www.platane19.de;nein;10:00 - 17:00;10:00 - 17:00;10:00 - 17:00;10:00 - 17:00;10:00 - 17:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.5136;13.30289
0;509;"Integration durch Arbeit ""Die Wühlmäuse "" Zuverdienst";mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Körperliche Erkrankungen, Gewalterfahrung;0;Wuhletal-Psychosoziales Zentrum g.G.m.b.H;Psychiatrischer Zuverdienst;Vor Ort in der Einrichtung;Deutsch;0;"Leichte körperliche Arbeit in den Bereichen Garten,Reinigung und Café/Catering in verschiedenen Standorten Marzahn/Hellersdorf. 
Mindestarbeitszeit drei Tage die Woche je vier Stunden. Kleine Gruppen mit Arbeitsanleitern.";Dorfstr.;4;0;12621;Marzahn-Hellersdorf;Kaulsdorf;0157 80594079;zuverdienst@wuhletal.de;0;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.50687;13.58229
1;Sen056;Integrative Suchtberatung Königsberger 11;mittel;Alkohol, Drogen, Medikamente, Kiffen, Angehörige, Kinder & Jugendliche;Angehörige, Kinder & Jugendliche;Caritasverband für das Erzbistum Berlin e.V.;IGPP Handlungsfeld Drogen/Sucht;0;Deutsch, Englisch, Kurdisch, Arabisch, Farsi, weitere Sprachen;Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung;Wir bieten unsere professionelle Hilfe für Menschen an, die Probleme und Fragen rund um den Konsum von legalen und illegalen Suchtstoffen haben: Beratung (Präsenz, Telefon, Online), Frühintervention, Vermittlung, Betreutes Einzelwohnen, aufsuchende Arbeit in Haftanstalten, Ambulante Nachsorge. Die Beratung ist kostenlos und überkonfessionell.;Königsberger Straße;11;0;12207;Steglitz-Zehlendorf;0;030 6663390;sucht-koenigsberger@caritas-berlin.de;https://www.caritas-berlin.de/beratungundhilfe/berlin/sucht/beratung-und-therapie;nein;09:00 - 17:00;09:00 - 18:00;09:00 - 17:00;09:00 - 17:00;09:00 - 15:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;Offene Sprechstunde: Dienstag 16:00-18:00 Uhr.;52.43041;13.32005
1;Sen050;Integrative Suchtberatung Mitte;mittel;Alkohol, Drogen, Medikamente, Kiffen, Angehörige;Angehörige;Caritasverband  für das Erzbistum Berlin e.V.;IGPP Handlungsfeld Drogen/Sucht;0;Deutsch, Englisch;Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung;"Beratung – auch online - Krisenintervention; Vorbereitung auf Therapie; Vermittlung in Entgiftung, Entwöhnung, Selbsthilfegruppen, weiterführende Hilfen; Angehörigenberatung; Beratung in stationären Einrichtungen und im Strafvollzug; Verschiedene Gruppenangebote zur Stabilisierung und Motivation; Frühinternvention. Weitere Angebote am Standort: Ambulante Entwöhnungstherapie und Nachsorge; Betreutes Einzelwohnen; Café für Menschen mit einer Suchterkrankung und deren Angehörige; Streetwork.";Große Hamburger Straße;18;0;10115;Mitte;0;030 66633400;sucht-gr.hamburger@caritas-berlin.de;https://www.caritas-berlin.de/beratungundhilfe/berlin/sucht/beratung-und-therapie;nein;10:00 - 17:00;09:00 - 16:00;09:00 - 17:00;09:00 - 17:00;12:00 - 15:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, Online;"Offene Sprechstunde: Mittwoch 15:00-18:30 Uhr.
";52.52459;13.39908
1;539;Integrierte Suchtberatung Lichtenberg;hoch;Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen;0;Stiftung SPI;Alkohol- und Medikamentenberatungsstelle;Vor Ort in der Einrichtung, Telefonberatung, Videoberatung, Online Chat;Deutsch, Englisch, Französisch, Arabisch;"Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung
";"Mit Kooperationspartner:innen gewährleistet die Suchtberatungsstelle die Versorgung der Bürger:innen Lichtenbergs mit Suchthilfeangeboten. Die Ziele der akzeptierenden Arbeit reichen von Überlebenssicherung über Konsumreduktion bis hin zur Entwicklung einer zufriedenen Abstinenz. Die Arbeit mit Angehörigen hat eine Stärkung und Entlastung zum Ziel; darauf aufbauend werden co- abhängige Verhaltensweisen identifiziert und Veränderungen angeregt.";Möllendorffstraße;59;0;10367;Lichtenberg;0;030 5568040;suchtberatung-lichtenberg@stiftung-spi.de;https://www.stiftung-spi.de/service/projekte/detail/suchtberatung-lichtenberg;nein;09:00 - 15:00;14:00 - 18:00;09:00 - 15:00;09:00 - 15:00;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch;Mo., Do. 14:00 – 15:00 Uhr können Sie ohne Voranmeldung ein Erstgespräch vor Ort wahrnehmen. Di. 14:00 – 15:00 Uhr ist zudem unter 0162 2806063 ein telefonisches Erstgespräch ohne Voranmeldung möglich.;52.52683;13.47804
1;123;KBS Kamenzer Damm;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Reha-Steglitz gGmbH;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung;Deutsch, Englisch;Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung;"Unsere KBS ist ein niedrigschwelliger, anonymer Anlaufpunkt für Menschen, die psychisch belastet oder einsam sind und Kontakte oder Beschäftigung suchen. Sie bietet die Möglichkeit zur  Begegnung, individuellen Beratung und Teilnahme an Gruppenangeboten; darüber hinaus gibt es regelmäßige Ausflüge und Aktivitäten sowie Angebote zur Selbsthilfe.";Kamenzer Damm;1;Tageszentrum;12249;Steglitz-Zehlendorf;Lankwitz;030 221916021;tz.2@reha-steglitz.de;https://reha-steglitz.de/tageszentrum/kontakt-und-beratungsstelle.html;nein;09:00 - 15:00;12:00 - 15:00;Geschlossen;12:00 - 15:00;10:00 - 15:00;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;Außerhalb der Öffnungszeiten finden Ausflüge und einmal monatlich ein Samstagsfrühstück statt.;52.43365;13.35359
1;587;"KBS prenzlkomm mit Café ""Kuchenschwarm bis Stullenliebe""";mittel;Angst & Zwänge,Traurigkeit & Verzweiflung,Einsamkeit,Beziehung zu anderen Menschen,Essverhalten;0;prenzlkomm gGmbH;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung,Telefonberatung,Rückrufservice;Deutsch;0;In unserer KBS können Menschen mit seelischen und sozialen Problemlagen Unterstützung finden - in Form von Beratungen und Mitmachangeboten. Schwerpunkte in der Beratung sind die Unterstützung bei Behördenangelegenheiten, Begleitung in kritischen Situationen, Vermittlung von Hilfen bei psychischen Erkrankungen. Beratungstermine werden kurzfristig vergeben, so dass Unterstützung in akuten Belastungssituationen möglich ist. In unserem Café können sie Kontakt aufnehmen und entspannt unser Frühstücks -und Mittagsangebot genießen.;Erich Weinert Str.;37;Ecke Scherenbergstr.;10439;Pankow;Prenzlauer Berg;030 4441664;kbs@prenzlkomm.de;https://www.prenzlkomm.de;nein;10:00 - 17:00;10:00 - 17:00;10:00 - 17:00;10:00 - 17:00;10:00 - 17:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;Das Cafe´ kann für z.B. Feierlichkeiten außerhalb der Öffnungszeiten gebucht werden.;52.55100739;13.41988321
1;120;KBS Südlicht;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;ajb gmbh;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Telefonberatung;Deutsch, Englisch;Rollstuhlgerechter Zugang;Wir sind Anlaufstelle für Menschen, die seelische Krisen oder Erkrankungen erfahren haben. Wir bieten psychosoziale und psychologische Beratung, Gruppen und offenen Austausch.;Rudower Straße;27;0;12351;Neukölln;Buckow;030 32528897;kbs-neukoelln@ajb-berlin.de;https://ajb-berlin.de/angebote/kontakt-und-beratungsstelle-neukoelln-suedlicht/;nein;10:00 - 17:30;10:00 - 19:00;10:00 - 17:30;10:00 - 17:00;10:00 - 17:00;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;;52.44137;13.45906
1;342;KIBO Ambulante Drogentherapie;niedrig;Drogen, Medikamente, Kiffen;0;KOKON Verein für ambulante Drogentherapie e.V.;IGPP Handlungsfeld Drogen/Sucht;Vor Ort in der Einrichtung, Telefonberatung, Rückrufservice, Videoberatung;Deutsch, Englisch;Rollstuhlrechter Zugang;Wir unterstützen Menschen mit Drogenproblemen. Spezialisiert sind wir auf dämpfende Drogen, wie Cannabis, Opioide, Heroin, Alkohol, Tilidin, Xanax, Benzodiazepine, GHB, NPS, Ketamin. Unser ambulantes Therapieprogramm bietet Ihnen Schutz und eine fördernde Umgebung. Sie können in Ihrem Umfeld und in Ihrem Alltag bleiben. Wenn Sie Ihr Substitutionsmittel unter fachlicher Begleitung abdosieren möchten, können Sie dies bei uns in der ambulanten medizinischen Rehabilitation durchführen.;Obentrautstraße;57;0;10963;Friedrichshain-Kreuzberg;Kreuzberg;030 21021760;kibo@kokon.de;https://www.kokon.de;nein;10:00 - 21:00;10:00 - 17:00;10:00 - 17:00;10:00 - 21:00;10:00 - 15:00;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;;52.49691;13.38206
0;Sen027;Kinder- und Jugendpsychiatrischer Dienst Charlottenburg-Wilmersdorf;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Charlottenburg-Wilmersdorf;KJPD;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung;Deutsch;Rollstuhlrechter Zugang;Die Kinder- und Jugendpsychiatrischen Dienste bieten Hilfe an bei Problemen des Zusammenlebens mit Kindern und Jugendlichen, insbesondere bei Erziehungsproblemen und Entwicklungsauffälligkeiten. Sie führen auch ärztliche und psychologische Diagnostik durch und unterstützen in Krisen.;Hohenzollerndamm;177;0;10713;Charlottenburg-Wilmersdorf;Wilmersdorf;030 9029-15536;0;https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/gesundheit/kinder-und-jugendpsychiatrischer-dienst/;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch;;52.48937;13.31224
0;368;Kinder- und Jugendpsychiatrischer Dienst Friedrichshain-Kreuzberg;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Friedrichshain-Kreuzberg;KJPD;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung, Rückrufservice;Deutsch, Englisch, Spanisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Zu uns kommen Kinder und Jugendliche und deren Bezugspersonen wenn es Schwierigkeiten in der Schule, viel Streit mit anderen Kindern gibt, das Kind/Jugendliche oft traurig ist oder ein anderes seelisches Problem hat. Wir klären gemeinsam die Schwierigkeiten , bieten Beratung und Unterstützung an und vermitteln andere Hilfen. Die Beratung ist kostenlos und eine Überweisung ist nicht erforderlich.;Urbanstraße;24;Vorderhaus, EG, Flachbau;10967;Friedrichshain-Kreuzberg;Kreuzberg;030 902984968;kjpd@ba-fk.berlin.de;https://www.berlin.de/ba-friedrichshain-kreuzberg/politik-und-verwaltung/aemter/gesundheitsamt/fachbereiche/artikel.162510.php;nein;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;08:00 - 16:00;"08:00 - 11:00; 13:00 - 16:00";Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.49239;13.41033
0;249;Kinder- und Jugendpsychiatrischer Dienst Lichtenberg;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Lichtenberg;KJPD;Vor Ort in der Einrichtung;Deutsch, Weitere Sprachen mit Sprachmittlung;Rollstuhlrechter Zugang;Unser Angebot richtet sich an alle, die sich Sorgen um die seelische Gesundheit ihrer Kinder machen. Es umfasst ärztliche und psychologische Diagnostik und Beratung bei Entwicklungsbesonderheiten oder emotionalen und sozialen Störungen. Wir unterstützen bei Vermittlung von Therapien, führen Begutachtungen für Hilfen zur Erziehung und Eingliederungshilfen durch und arbeiten bei der Hilfeplanung des Jugendamtes mit.;Alfred-Kowalke-Straße;24;0;10315;Lichtenberg;Lichtenberg;030 902964961;KJPD@lichtenberg.berlin.de;https://www.berlin.de/ba-lichtenberg/politik-und-verwaltung/behoerdenwegweiser/artikel.321022.php#ges02;nein;09:00 - 15:00;09:00 - 15:00;Geschlossen;09:00 - 18:00;09:00 - 13:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.50767;13.52449
0;350;Kinder- und Jugendpsychiatrischer Dienst Marzahn-Hellersdorf;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Marzahn-Hellersdorf;KJPD;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;"Wir beraten und helfen bei seelischen Problemen, Krisensituationen, Verhaltensauffälligkeiten und Entwicklungsstörungen. 
Wir bearbeiten Stellungnahmen im Rahmen von Eingliederungshilfen oder Hilfen zur Erziehung.";Janusz-Korczak-Straße;32;Gesundheitsamt;12627;Marzahn-Hellersdorf;Hellersdorf;030 902933691, 030 902933684;kjpd@ba-mh.berlin.de;https://www.berlin.de/ba-marzahn-hellersdorf/politik-und-verwaltung/aemter/gesundheitsamt/artikel.320493.php;nein;Geschlossen;"09:00 - 12:00; 14:00 - 16:00";Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.53868;13.60649
0;141;Kinder- und Jugendpsychiatrischer Dienst Mitte;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Mitte;KJPD;Vor Ort in der Einrichtung, Telefonberatung;Deutsch, Englisch;Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung;Wir bieten ärztliche und psychologische Beratung und Untersuchung für Kinder, Jugendliche und deren Bezugspersonen in Bezug auf seelische oder entwicklungsbedingte Störungen und Verhaltensschwierigkeiten. Wir unterstützen bei der Frage nach geeigneten Hilfen nach dem SGB.;Mathilde-Jacob-Platz;1;0;10551;Mitte;Moabit;030 9018-33241, 030 9018-33242, 030 9018-33250;kjpd@ba-mitte.berlin.de;https://www.berlin.de/ba-mitte/politik-und-verwaltung/aemter/gesundheitsamt/gesundheitsfoerderung-praevention-und-gesundheitshilfe-fuer-kinder-und-jugendliche/artikel.234404.php;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;Termine nur nach telefonischer Anmeldung. Telefonsprechzeiten Mo-Fr 10-14 Uhr.;52.52701;13.3385
0;347;Kinder- und Jugendpsychiatrischer Dienst Neukölln;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Neukölln;KJPD;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung, Rückrufservice, Videoberatung;Deutsch, Arabisch, Bulgarisch, Englisch, Französisch, Türkisch, Spanisch, Italienisch;Rollstuhlrechter Zugang;In Neukölln arbeitet der Kinder- und Jugendpsychiatrische Dienst eng mit der Erziehungs- und Familienberatungsstelle (EFB) zusammen. An unseren Standorten in Nord- und Südneukölln wird sowohl kinder- und jugendpsychiatrische Beratung als auch Erziehungs- und Familienberatung angeboten. Sie werden beraten von Ärztinnen und Ärzten, Psychologinnen und Psychologen, Sozialpädagoginnen und Sozialpädagogen sowie Kinder- und Jugendlichenpsychotherapeutinnen und -therapeuten, alle mit therapeutischen Zusatzausbildungen. Für die Anmeldung sind unsere Teamassistentinnen zuständig.;Britzer Damm;93;0;12347;Neukölln;Britz;030 902391242;kjpd@bezirksamt-neukoelln.de;https://www.berlin.de/ba-neukoelln/politik-und-verwaltung/aemter/gesundheitsamt/kinder-und-jugendpsychiatrischer-dienst;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;Termine werden nach telefonischer Vereinbarung vergeben,die Telefone sind wochentags von 9.00 bis 15.00 Uhr besetzt.;52.45437;13.43816
0;216;Kinder- und Jugendpsychiatrischer Dienst Pankow;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Pankow;KJPD;Vor Ort in der Einrichtung, Telefonberatung, Rückrufservice;Deutsch;Rollstuhlrechter Zugang;Wir bieten Kindern und Jugendlichen, deren seelische, geistige bzw. soziale Entwicklung gefährdet oder beeinträchtigt ist, sowie deren Familien, Kinder-/jugendpsychiatrische, psychologische und sozial-pädagogische Beratungen. Wir bieten Vermittlung und fachliche Begleitung von medizinischen, pädagogischen, psychotherapeutischen und familienunterstützenden Hilfen in Kooperation mit den zuständigen Leistungsträgern. Wir formulieren gutachterliche Stellungnahmen im Rahmen von Hilfen zur Erziehung und Eingliederungshilfe. Wir helfen bei akuter Selbstgefährdung im Zusammenhang mit einer psychischen oder geistigen Störung zur Gefahrenabwehr bei Versorgungsdefiziten im Regelangebot.;Grunowstraße;8;0;13187;Pankow;Pankow;030 9029528-30, 030 9029528-33;sekretariat.kjpd@ba-pankow.berlin.de;0;nein;Geschlossen;09:00 - 12:00;Geschlossen;14:00 - 16:00;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.56735;13.40945
